,gw_eui,timestamp_unix_millis,timestamp_utc_iso_string,rssi_dbm,snr_db,distance_to_gw_km,land_or_sea,gw_lon_deg_wgs84,gw_lat_deg_wgs84,dev_lon_deg_wgs84,dev_lat_deg_wgs84
6447,7076FF0056060728,1647968906010,2022-03-22T17:08:26.010Z,-107,9.5,10.133,sea,-27.318886,38.730125,-27.271442,38.646863
6449,7076FF0056060728,1647969043800,2022-03-22T17:10:43.800Z,-101,9.2,10.292,sea,-27.318874,38.730133,-27.276395,38.643718
6453,7076FF0056060728,1647969182165,2022-03-22T17:13:02.165Z,-105,8.5,10.422,sea,-27.318857,38.730164,-27.281547,38.641073
6461,7076FF0056060728,1647969459540,2022-03-22T17:17:39.540Z,-112,6.8,10.74,sea,-27.318806,38.730186,-27.292165,38.635868
6464,7076FF0056060728,1647969736510,2022-03-22T17:22:16.510Z,-102,10.0,11.187,sea,-27.318823,38.730175,-27.302673,38.630358
6465,7076FF0056060728,1647969875610,2022-03-22T17:24:35.610Z,-106,10.0,11.441,sea,-27.31886,38.73014,-27.307948,38.627603
6468,7076FF0056060728,1647970013090,2022-03-22T17:26:53.090Z,-111,5.2,11.707,sea,-27.318834,38.730137,-27.31309,38.624945
6471,7076FF0056060728,1647970150595,2022-03-22T17:29:10.595Z,-106,7.2,12.005,sea,-27.318848,38.73019,-27.31822,38.62223
6473,7076FF0056060728,1647970289143,2022-03-22T17:31:29.143Z,-107,9.5,12.297,sea,-27.318823,38.730145,-27.32348,38.619613
6475,7076FF0056060728,1647970428030,2022-03-22T17:33:48.030Z,-100,9.5,12.608,sea,-27.318846,38.730137,-27.328762,38.617013
6478,7076FF0056060728,1647970566840,2022-03-22T17:36:06.840Z,-109,8.0,12.936,sea,-27.318844,38.73015,-27.33391,38.614412
6482,7076FF0056060728,1647970704635,2022-03-22T17:38:24.635Z,-102,8.2,13.29,sea,-27.318789,38.73013,-27.339008,38.61166
6483,7076FF0056060728,1647970842720,2022-03-22T17:40:42.720Z,-107,7.5,13.633,sea,-27.318838,38.730175,-27.344213,38.609185
6487,7076FF0056060728,1647970980853,2022-03-22T17:43:00.853Z,-104,7.2,14.011,sea,-27.318823,38.730133,-27.349373,38.606408
6490,7076FF0056060728,1647971118350,2022-03-22T17:45:18.350Z,-108,8.8,14.385,sea,-27.318808,38.73015,-27.354532,38.603825
6495,7076FF0056060728,1647971255800,2022-03-22T17:47:35.800Z,-108,8.5,14.777,sea,-27.318834,38.730114,-27.359728,38.601118
6502,7076FF0056060728,1647971393700,2022-03-22T17:49:53.700Z,-105,6.8,15.176,sea,-27.318813,38.730114,-27.36493,38.598472
6505,7076FF0056060728,1647971531645,2022-03-22T17:52:11.645Z,-106,8.8,15.591,sea,-27.318806,38.730118,-27.370003,38.595723
6506,7076FF0056060728,1647971669930,2022-03-22T17:54:29.930Z,-106,7.8,16.017,sea,-27.31884,38.730125,-27.3751,38.592948
6509,7076FF0056060728,1647971808510,2022-03-22T17:56:48.510Z,-110,5.8,16.449,sea,-27.318819,38.73013,-27.380248,38.590192
6511,7076FF0056060728,1647971947750,2022-03-22T17:59:07.750Z,-105,9.8,16.891,sea,-27.318813,38.730125,-27.385432,38.587405
6514,7076FF0056060728,1647972086735,2022-03-22T18:01:26.735Z,-106,8.2,17.348,sea,-27.318813,38.730137,-27.390365,38.584473
6519,7076FF0056060728,1647972361756,2022-03-22T18:06:01.756Z,-106,8.5,18.263,sea,-27.318838,38.73012,-27.400438,38.578747
6522,7076FF0056060728,1647972500486,2022-03-22T18:08:20.486Z,-107,9.8,18.757,sea,-27.318838,38.73011,-27.405347,38.575545
6524,7076FF0056060728,1647972637830,2022-03-22T18:10:37.830Z,-107,6.0,19.258,sea,-27.318813,38.730133,-27.410153,38.572313
6527,7076FF0056060728,1647972775380,2022-03-22T18:12:55.380Z,-108,6.8,19.749,sea,-27.318857,38.730137,-27.414995,38.569185
6528,7076FF0056060728,1647972914370,2022-03-22T18:15:14.370Z,-108,8.2,20.242,sea,-27.318836,38.730133,-27.419892,38.56609
6531,7076FF0056060728,1647973053160,2022-03-22T18:17:33.160Z,-106,8.5,20.741,sea,-27.318834,38.730137,-27.424767,38.562958
6533,7076FF0056060728,1647973191520,2022-03-22T18:19:51.520Z,-102,8.5,21.226,sea,-27.318836,38.730133,-27.429707,38.560012
6535,7076FF0056060728,1647973329315,2022-03-22T18:22:09.315Z,-108,6.5,21.716,sea,-27.318823,38.730125,-27.434725,38.557073
6539,7076FF0056060728,1647973468480,2022-03-22T18:24:28.480Z,-111,5.5,22.213,sea,-27.318825,38.730125,-27.43986,38.554147
6543,7076FF0056060728,1647973607260,2022-03-22T18:26:47.260Z,-114,5.0,22.708,sea,-27.318832,38.73015,-27.444922,38.55125
6546,7076FF0056060728,1647973746480,2022-03-22T18:29:06.480Z,-112,8.0,23.224,sea,-27.318819,38.730145,-27.44995,38.548125
6548,7076FF0056060728,1647973885560,2022-03-22T18:31:25.560Z,-117,5.2,23.729,sea,-27.318838,38.730145,-27.454962,38.54512
6550,7076FF0056060728,1647974024370,2022-03-22T18:33:44.370Z,-107,7.0,24.232,sea,-27.31883,38.730118,-27.459932,38.542122
6554,7076FF0056060728,1647974163550,2022-03-22T18:36:03.550Z,-109,5.5,24.735,sea,-27.318834,38.73011,-27.465203,38.539293
6558,7076FF0056060728,1647974302645,2022-03-22T18:38:22.645Z,-106,7.0,25.243,sea,-27.31882,38.730118,-27.47024,38.536348
6560,7076FF0056060728,1647974440840,2022-03-22T18:40:40.840Z,-109,8.2,25.753,sea,-27.318827,38.73012,-27.475372,38.53344
6562,7076FF0056060728,1647974579030,2022-03-22T18:42:59.030Z,-106,8.2,26.266,sea,-27.318846,38.730114,-27.480437,38.530452
6569,7076FF0056060728,1647974716480,2022-03-22T18:45:16.480Z,-109,7.0,26.775,sea,-27.318842,38.73011,-27.48556,38.527582
6573,7076FF0056060728,1647974854360,2022-03-22T18:47:34.360Z,-108,6.5,27.299,sea,-27.31884,38.730125,-27.490488,38.524478
6581,7076FF0056060728,1647974995520,2022-03-22T18:49:55.520Z,-107,7.8,27.823,sea,-27.318857,38.73013,-27.495552,38.52144
6583,7076FF0056060728,1647975134635,2022-03-22T18:52:14.635Z,-113,3.2,28.376,sea,-27.31884,38.730103,-27.500622,38.518078
6587,7076FF0056060728,1647975275425,2022-03-22T18:54:35.425Z,-109,6.5,28.899,sea,-27.318842,38.73011,-27.505687,38.515082
6592,7076FF0056060728,1647975413145,2022-03-22T18:56:53.145Z,-114,4.8,29.432,sea,-27.318815,38.730103,-27.510712,38.51197
6597,7076FF0056060728,1647975550770,2022-03-22T18:59:10.770Z,-111,5.2,29.961,sea,-27.318823,38.730106,-27.515682,38.508875
6606,7076FF0056060728,1647975689090,2022-03-22T19:01:29.090Z,-113,3.8,30.486,sea,-27.318815,38.730133,-27.520625,38.505848
6615,7076FF0056060728,1647975826740,2022-03-22T19:03:46.740Z,-118,3.5,30.996,sea,-27.318825,38.7301,-27.525593,38.502933
6620,7076FF0056060728,1647975964480,2022-03-22T19:06:04.480Z,-112,5.5,31.518,sea,-27.318817,38.730114,-27.530688,38.500032
6622,7076FF0056060728,1647976105590,2022-03-22T19:08:25.590Z,-115,2.2,32.04,sea,-27.318832,38.73012,-27.535883,38.497172
6624,7076FF0056060728,1647976244740,2022-03-22T19:10:44.740Z,-112,5.2,32.574,sea,-27.318834,38.73013,-27.54107,38.494208
6626,7076FF0056060728,1647976383380,2022-03-22T19:13:03.380Z,-111,5.2,33.097,sea,-27.318827,38.730137,-27.54616,38.491308
6629,7076FF0056060728,1647976521400,2022-03-22T19:15:21.400Z,-111,6.8,33.63,sea,-27.318819,38.730118,-27.551132,38.488215
6630,7076FF0056060728,1647976658680,2022-03-22T19:17:38.680Z,-119,2.2,34.178,sea,-27.318848,38.730125,-27.556105,38.484965
6632,7076FF0056060728,1647976797710,2022-03-22T19:19:57.710Z,-113,4.5,34.734,sea,-27.31883,38.73014,-27.56127,38.48178
6635,7076FF0056060728,1647976935165,2022-03-22T19:22:15.165Z,-117,1.8,35.282,sea,-27.31886,38.73011,-27.56629,38.478537
6636,7076FF0056060728,1647977072860,2022-03-22T19:24:32.860Z,-114,5.0,35.836,sea,-27.318848,38.73013,-27.571452,38.47538
6639,7076FF0056060728,1647977350510,2022-03-22T19:29:10.510Z,-110,8.0,36.95,sea,-27.318876,38.730156,-27.581643,38.468903
6642,7076FF0056060728,1647977489640,2022-03-22T19:31:29.640Z,-113,6.2,37.504,sea,-27.318857,38.73015,-27.586977,38.465862
6643,7076FF0056060728,1647977627320,2022-03-22T19:33:47.320Z,-110,6.2,38.052,sea,-27.318855,38.730167,-27.592088,38.462768
6646,7076FF0056060728,1647977765370,2022-03-22T19:36:05.370Z,-110,6.5,38.611,sea,-27.318855,38.73015,-27.597278,38.459553
6647,7076FF0056060728,1647977903130,2022-03-22T19:38:23.130Z,-108,7.2,39.178,sea,-27.318853,38.730152,-27.602453,38.456282
6649,7076FF0056060728,1647978041520,2022-03-22T19:40:41.520Z,-112,5.5,39.731,sea,-27.31886,38.730164,-27.607793,38.453272
6651,7076FF0056060728,1647978179970,2022-03-22T19:42:59.970Z,-112,6.8,40.298,sea,-27.318876,38.730186,-27.613155,38.450133
6653,7076FF0056060728,1647978318310,2022-03-22T19:45:18.310Z,-117,1.0,40.855,sea,-27.318884,38.730186,-27.618355,38.446983
6656,7076FF0056060728,1647978456730,2022-03-22T19:47:36.730Z,-112,4.5,41.422,sea,-27.318848,38.730145,-27.623635,38.443765
6658,7076FF0056060728,1647978595230,2022-03-22T19:49:55.230Z,-120,1.2,41.985,sea,-27.31888,38.730137,-27.628988,38.440645
6660,7076FF0056060728,1647978733020,2022-03-22T19:52:13.020Z,-115,3.2,42.552,sea,-27.318869,38.730194,-27.634043,38.43737
6662,7076FF0056060728,1647978872180,2022-03-22T19:54:32.180Z,-114,2.8,43.107,sea,-27.318848,38.73016,-27.639225,38.434248
6663,7076FF0056060728,1647979010980,2022-03-22T19:56:50.980Z,-112,5.2,43.68,sea,-27.318874,38.73016,-27.64447,38.430952
6665,7076FF0056060728,1647979148870,2022-03-22T19:59:08.870Z,-114,4.8,44.244,sea,-27.318853,38.730106,-27.649735,38.427763
6667,7076FF0056060728,1647979286950,2022-03-22T20:01:26.950Z,-112,5.5,44.798,sea,-27.318855,38.73013,-27.654905,38.424693
6671,7076FF0056060728,1647979563185,2022-03-22T20:06:03.185Z,-118,0.5,45.797,sea,-27.31881,38.73017,-27.666537,38.420767
6672,7076FF0056060728,1647979701370,2022-03-22T20:08:21.370Z,-117,-1.8,46.25,sea,-27.31882,38.73017,-27.672587,38.419512
6675,7076FF0056060728,1647979839810,2022-03-22T20:10:39.810Z,-114,4.0,46.717,sea,-27.318838,38.730186,-27.678595,38.418088
6677,7076FF0056060728,1647979980490,2022-03-22T20:13:00.490Z,-115,5.8,47.192,sea,-27.318834,38.730225,-27.68463,38.416635
6678,7076FF0056060728,1647980117840,2022-03-22T20:15:17.840Z,-116,3.0,47.661,sea,-27.318832,38.73025,-27.690832,38.41539
6680,7076FF0056060728,1647980256040,2022-03-22T20:17:36.040Z,-111,7.5,48.128,sea,-27.318827,38.730198,-27.69677,38.413933
6683,7076FF0056060728,1647980393850,2022-03-22T20:19:53.850Z,-116,5.5,48.589,sea,-27.318785,38.73024,-27.70279,38.412733
6684,7076FF0056060728,1647980531720,2022-03-22T20:22:11.720Z,-111,6.0,49.062,sea,-27.318808,38.73024,-27.708662,38.41122
6687,7076FF0056060728,1647980670610,2022-03-22T20:24:30.610Z,-113,1.8,49.523,sea,-27.318836,38.73017,-27.714682,38.409905
6689,7076FF0056060728,1647980809700,2022-03-22T20:26:49.700Z,-114,4.2,49.994,sea,-27.318846,38.730087,-27.720725,38.408503
6690,7076FF0056060728,1647980948310,2022-03-22T20:29:08.310Z,-112,5.2,50.468,sea,-27.318836,38.73015,-27.72671,38.407198
6692,7076FF0056060728,1647981086860,2022-03-22T20:31:26.860Z,-113,5.8,50.938,sea,-27.318825,38.730145,-27.732622,38.405832
6694,7076FF0056060728,1647981224950,2022-03-22T20:33:44.950Z,-118,5.2,51.404,sea,-27.318825,38.730087,-27.73878,38.404677
6697,7076FF0056060728,1647981363970,2022-03-22T20:36:03.970Z,-115,3.8,51.868,sea,-27.318815,38.730125,-27.744843,38.403585
6698,7076FF0056060728,1647981503100,2022-03-22T20:38:23.100Z,-117,3.0,52.344,sea,-27.318813,38.730156,-27.751025,38.402447
6700,7076FF0056060728,1647981641380,2022-03-22T20:40:41.380Z,-113,4.8,52.816,sea,-27.318834,38.730175,-27.75723,38.401362
6702,7076FF0056060728,1647981779120,2022-03-22T20:42:59.120Z,-116,2.2,53.278,sea,-27.318836,38.73014,-27.763235,38.400238
6705,7076FF0056060728,1647981916600,2022-03-22T20:45:16.600Z,-115,2.0,53.752,sea,-27.31881,38.730164,-27.769438,38.399207
6707,7076FF0056060728,1647982055510,2022-03-22T20:47:35.510Z,-122,-4.2,54.242,sea,-27.318827,38.730152,-27.77577,38.398032
6708,7076FF0056060728,1647982191045,2022-03-22T20:49:51.045Z,-119,0.5,54.708,sea,-27.318851,38.730087,-27.781788,38.396863
6711,7076FF0056060728,1647982326565,2022-03-22T20:52:06.565Z,-119,-2.0,55.182,sea,-27.31885,38.73005,-27.787842,38.395683
6713,7076FF0056060728,1647982602040,2022-03-22T20:56:42.040Z,-119,-9.5,56.178,sea,-27.31882,38.73015,-27.799998,38.392983
6716,7076FF0056060728,1647982878090,2022-03-22T21:01:18.090Z,-119,-4.8,57.173,sea,-27.318811,38.730118,-27.812208,38.390235
6719,7076FF0056060728,1647983016730,2022-03-22T21:03:36.730Z,-121,-7.5,57.678,sea,-27.318829,38.73011,-27.81833,38.388782
6721,7076FF0056060728,1647983155165,2022-03-22T21:05:55.165Z,-119,-3.2,58.192,sea,-27.318832,38.730106,-27.82465,38.38742
6722,7076FF0056060728,1647983292780,2022-03-22T21:08:12.780Z,-120,-5.0,58.694,sea,-27.31882,38.73012,-27.830867,38.38617
6724,7076FF0056060728,1647983430230,2022-03-22T21:10:30.230Z,-118,0.8,59.2,sea,-27.318819,38.73011,-27.837003,38.384782
6726,7076FF0056060728,1647990540270,2022-03-22T23:09:00.270Z,-119,0.8,59.719,sea,-27.318834,38.73011,-27.843332,38.383387
6729,7076FF0056060728,1647990680160,2022-03-22T23:11:20.160Z,-117,0.5,87.325,sea,-27.318815,38.73013,-28.161878,38.303932
6731,7076FF0056060728,1647990943300,2022-03-22T23:15:43.300Z,-117,0.5,87.891,sea,-27.318819,38.730164,-28.167907,38.301907
6732,7076FF0056060728,1647991206080,2022-03-22T23:20:06.080Z,-116,-0.2,88.959,sea,-27.318806,38.730183,-28.179268,38.298035
6735,7076FF0056060728,1647991469100,2022-03-22T23:24:29.100Z,-119,-0.5,90.029,sea,-27.318823,38.73017,-28.190657,38.294092
6736,7076FF0056060728,1647991732070,2022-03-22T23:28:52.070Z,-116,0.2,91.087,sea,-27.318808,38.73014,-28.201882,38.290197
6737,7076FF0056060728,1647991995170,2022-03-22T23:33:15.170Z,-116,-1.5,92.173,sea,-27.318838,38.730175,-28.213332,38.28611
6738,7076FF0056060728,1647992258010,2022-03-22T23:37:38.010Z,-119,-1.2,93.26,sea,-27.318813,38.730247,-28.22467,38.281983
6739,7076FF0056060728,1647992521020,2022-03-22T23:42:01.020Z,-120,-3.0,94.333,sea,-27.318794,38.730286,-28.23592,38.277947
6740,7076FF0056060728,1647992781480,2022-03-22T23:46:21.480Z,-119,-3.0,95.389,sea,-27.318794,38.730167,-28.247065,38.273882
6741,7076FF0056060728,1647992917160,2022-03-22T23:48:37.160Z,-120,-1.5,96.451,sea,-27.31885,38.730225,-28.258228,38.269853
6742,7076FF0056060728,1647993052420,2022-03-22T23:50:52.420Z,-119,-0.5,97.011,sea,-27.318823,38.73028,-28.264038,38.267737
6743,7076FF0056060728,1647993190330,2022-03-22T23:53:10.330Z,-119,-2.2,97.573,sea,-27.318892,38.730267,-28.27001,38.265597
6744,7076FF0056060728,1647993327890,2022-03-22T23:55:27.890Z,-120,-1.8,98.138,sea,-27.318842,38.730156,-28.276018,38.263512
6745,7076FF0056060728,1647993465280,2022-03-22T23:57:45.280Z,-120,-4.0,98.698,sea,-27.318842,38.73015,-28.281912,38.261402
6746,7076FF0056060728,1647993604470,2022-03-23T00:00:04.470Z,-119,-4.0,99.276,sea,-27.31883,38.730175,-28.287948,38.259207
6747,7076FF0056060728,1647993740290,2022-03-23T00:02:20.290Z,-119,-2.8,99.833,sea,-27.318815,38.730175,-28.29385,38.257195
6748,7076FF0056060728,1647993875950,2022-03-23T00:04:35.950Z,-120,-3.8,100.395,sea,-27.318829,38.7302,-28.299827,38.255165
6749,7076FF0056060728,1647994011470,2022-03-23T00:06:51.470Z,-120,-3.2,100.953,sea,-27.318815,38.73022,-28.305727,38.253148
6750,7076FF0056060728,1647994149520,2022-03-23T00:09:09.520Z,-120,-2.8,101.507,sea,-27.31882,38.730206,-28.311658,38.25118
6751,7076FF0056060728,1647994288170,2022-03-23T00:11:28.170Z,-121,-2.2,102.074,sea,-27.318811,38.730186,-28.317695,38.249142
6752,7076FF0056060728,1647994425930,2022-03-23T00:13:45.930Z,-119,-3.5,102.63,sea,-27.318832,38.730156,-28.323648,38.247128
6753,7076FF0056060728,1647994565450,2022-03-23T00:16:05.450Z,-120,-2.8,103.199,sea,-27.318808,38.730156,-28.329775,38.245212
6754,7076FF0056060728,1647994704050,2022-03-23T00:18:24.050Z,-118,-6.0,103.765,sea,-27.318802,38.73016,-28.335842,38.243255
6755,7076FF0056060728,1647994842540,2022-03-23T00:20:42.540Z,-119,-2.8,104.317,sea,-27.318804,38.73016,-28.341798,38.241375
6756,7076FF0056060728,1647994981930,2022-03-23T00:23:01.930Z,-118,-3.2,104.88,sea,-27.318813,38.73015,-28.347847,38.239403
6757,7076FF0056060728,1647995258830,2022-03-23T00:27:38.830Z,-118,-4.2,105.989,sea,-27.318832,38.730118,-28.359865,38.23567
6758,7076FF0056060728,1647995396730,2022-03-23T00:29:56.730Z,-121,-2.0,106.542,sea,-27.31881,38.73013,-28.365785,38.233763
6759,7076FF0056060728,1647995534870,2022-03-23T00:32:14.870Z,-119,-2.0,107.097,sea,-27.318827,38.73011,-28.371855,38.23196
6760,7076FF0056060728,1647995687730,2022-03-23T00:34:47.730Z,-119,-3.8,107.706,sea,-27.318802,38.73013,-28.378438,38.229972
6761,7076FF0056060728,1647995961200,2022-03-23T00:39:21.200Z,-119,-4.2,108.775,sea,-27.318823,38.73014,-28.390208,38.22664
6762,7076FF0056060728,1647996099270,2022-03-23T00:41:39.270Z,-108,-6.0,109.316,sea,-27.318808,38.730125,-28.39613,38.224935
6763,7076FF0056060728,1647996236810,2022-03-23T00:43:56.810Z,-120,-3.5,109.859,sea,-27.318827,38.730118,-28.402058,38.223163
6764,7076FF0056060728,1647996376250,2022-03-23T00:46:16.250Z,-120,-1.2,110.417,sea,-27.318813,38.73014,-28.40811,38.221378
6765,7076FF0056060728,1647996514080,2022-03-23T00:48:34.080Z,-120,-4.0,110.962,sea,-27.318811,38.730152,-28.413977,38.219532
6766,7076FF0056060728,1647996655870,2022-03-23T00:50:55.870Z,-119,-3.5,111.511,sea,-27.318819,38.73014,-28.419877,38.217647
6767,7076FF0056060728,1647996793890,2022-03-23T00:53:13.890Z,-120,-9.2,112.082,sea,-27.318817,38.730156,-28.425965,38.215653
6768,7076FF0056060728,1647996931830,2022-03-23T00:55:31.830Z,-120,-5.5,112.631,sea,-27.318823,38.730183,-28.431705,38.213587
6769,7076FF0056060728,1647997070490,2022-03-23T00:57:50.490Z,-120,-5.0,113.189,sea,-27.318806,38.73017,-28.437617,38.211582
6770,7076FF0056060728,1647997347060,2022-03-23T01:02:27.060Z,-122,-8.2,114.282,sea,-27.318823,38.73016,-28.449195,38.207617
6771,7076FF0056060728,1647997486240,2022-03-23T01:04:46.240Z,-120,-4.0,114.833,sea,-27.318832,38.730133,-28.455128,38.205713
6772,7076FF0056060728,1647997760460,2022-03-23T01:09:20.460Z,-119,-8.0,115.918,sea,-27.3188,38.730118,-28.466642,38.201863
6773,7076FF0056060728,1647997898530,2022-03-23T01:11:38.530Z,-120,-5.8,116.457,sea,-27.318815,38.730133,-28.472452,38.20004
6774,7076FF0056060728,1647998037230,2022-03-23T01:13:57.230Z,-119,-7.5,117.001,sea,-27.31882,38.730183,-28.478273,38.198208
6775,7076FF0056060728,1647998173360,2022-03-23T01:16:13.360Z,-121,-9.0,117.535,sea,-27.318836,38.7302,-28.483972,38.19635
6776,7076FF0056060728,1647998309260,2022-03-23T01:18:29.260Z,-117,-8.2,118.074,sea,-27.31882,38.7302,-28.4897,38.194448
6777,7076FF0056060728,1647998445070,2022-03-23T01:20:45.070Z,-122,-10.0,118.619,sea,-27.318823,38.73021,-28.495438,38.192452
6778,7076FF0056060728,1647998582010,2022-03-23T01:23:02.010Z,-120,-6.8,119.161,sea,-27.318817,38.730164,-28.501197,38.190502
6779,7076FF0056060728,1647998729740,2022-03-23T01:25:29.740Z,-119,-5.8,119.704,sea,-27.318832,38.730152,-28.506955,38.188518
6780,7076FF0056060728,1647998868680,2022-03-23T01:27:48.680Z,-121,-8.8,120.313,sea,-27.31883,38.730167,-28.51346,38.186422
6781,7076FF0056060728,1647999009280,2022-03-23T01:30:09.280Z,-120,-8.5,120.885,sea,-27.318834,38.73012,-28.51955,38.18437
6782,7076FF0056060728,1647999148860,2022-03-23T01:32:28.860Z,-120,-11.0,121.445,sea,-27.318827,38.73016,-28.525447,38.182353
6783,7076FF0056060728,1647999289330,2022-03-23T01:34:49.330Z,-119,-9.8,122.013,sea,-27.318844,38.730152,-28.53156,38.180433
6784,7076FF0056060728,1647999429130,2022-03-23T01:37:09.130Z,-122,-10.0,122.563,sea,-27.318808,38.730133,-28.537437,38.178548
6785,7076FF0056060728,1647999571770,2022-03-23T01:39:31.770Z,-122,-11.2,123.121,sea,-27.318834,38.730152,-28.543385,38.176583
6786,7076FF0056060728,1647999711400,2022-03-23T01:41:51.400Z,-120,-14.0,123.687,sea,-27.318827,38.730152,-28.5494,38.174598
6787,7076FF0056060728,1647999851310,2022-03-23T01:44:11.310Z,-122,-14.2,124.246,sea,-27.318827,38.730137,-28.55542,38.172717
6788,7076FF0056060728,1647999990940,2022-03-23T01:46:30.940Z,-120,-11.5,124.806,sea,-27.318846,38.730198,-28.561432,38.170855
6789,7076FF0056060728,1648000130620,2022-03-23T01:48:50.620Z,-120,-14.8,125.355,sea,-27.318825,38.73014,-28.567285,38.168918
6790,7076FF0056060728,1648000270340,2022-03-23T01:51:10.340Z,-121,-13.5,125.906,sea,-27.318827,38.730145,-28.573145,38.166987
6791,7076FF0056060728,1648000406830,2022-03-23T01:53:26.830Z,-122,-15.8,126.443,sea,-27.31882,38.73015,-28.57887,38.16513
6792,7076FF0056060728,1648000546550,2022-03-23T01:55:46.550Z,-120,-14.8,126.971,sea,-27.318832,38.73016,-28.584592,38.163417
6793,7076FF0056060728,1648000686280,2022-03-23T01:58:06.280Z,-119,-15.8,127.53,sea,-27.318829,38.73015,-28.590538,38.161447
6794,7076FF0056060728,1648000825810,2022-03-23T02:00:25.810Z,-120,-16.0,128.084,sea,-27.318819,38.730137,-28.596395,38.159473
6978,7076FF0056060728,1648109654780,2022-03-24T08:14:14.780Z,-120,-19.2,123.003,sea,-27.318855,38.730133,-28.579607,38.23051
6981,7076FF0056060728,1648110055660,2022-03-24T08:20:55.660Z,-119,-12.0,50.66,sea,-27.31884,38.73012,-27.753833,38.426923
6983,7076FF0056060728,1648110318540,2022-03-24T08:25:18.540Z,-122,-12.8,49.608,sea,-27.318832,38.730125,-27.743687,38.43224
6984,7076FF0056060728,1648110581600,2022-03-24T08:29:41.600Z,-120,-13.2,48.553,sea,-27.318853,38.73016,-27.73403,38.438045
6987,7076FF0056060728,1648111370490,2022-03-24T08:42:50.490Z,-111,-14.8,45.377,sea,-27.318819,38.730118,-27.703652,38.454327
6988,7076FF0056060728,1648111633500,2022-03-24T08:47:13.500Z,-119,-12.8,44.321,sea,-27.318806,38.730118,-27.693435,38.45967
6991,7076FF0056060728,1648111896440,2022-03-24T08:51:36.440Z,-118,-1.2,43.268,sea,-27.31881,38.73014,-27.683317,38.465078
6992,7076FF0056060728,1648112159475,2022-03-24T08:55:59.475Z,-122,-14.0,42.181,sea,-27.318846,38.730145,-27.673028,38.470748
6995,7076FF0056060728,1648112299790,2022-03-24T08:58:19.790Z,-120,-5.2,41.104,sea,-27.318794,38.73014,-27.662633,38.476277
6997,7076FF0056060728,1648112440930,2022-03-24T09:00:40.930Z,-120,-6.0,40.517,sea,-27.318834,38.73015,-27.656972,38.479265
6999,7076FF0056060728,1648112966850,2022-03-24T09:09:26.850Z,-120,-6.2,38.858,sea,-27.318842,38.73013,-27.640725,38.487527
7000,7076FF0056060728,1648114875540,2022-03-24T09:41:15.540Z,-123,-6.2,37.252,sea,-27.318825,38.73011,-27.624495,38.495188
7002,7076FF0056060728,1648115014140,2022-03-24T09:43:34.140Z,-120,-4.8,30.003,sea,-27.318829,38.73011,-27.551295,38.530548
7005,7076FF0056060728,1648115153795,2022-03-24T09:45:53.795Z,-117,-0.2,29.445,sea,-27.31882,38.73011,-27.545215,38.533017
7008,7076FF0056060728,1648115433165,2022-03-24T09:50:33.165Z,-122,-10.5,28.314,sea,-27.318798,38.730145,-27.533487,38.538533
7012,7076FF0056060728,1648115845590,2022-03-24T09:57:25.590Z,-118,-0.8,26.614,sea,-27.31881,38.73011,-27.515457,38.546557
7014,7076FF0056060728,1648115983735,2022-03-24T09:59:43.735Z,-118,2.2,26.058,sea,-27.318838,38.730118,-27.50947,38.54916
7015,7076FF0056060728,1648116121230,2022-03-24T10:02:01.230Z,-116,1.0,25.506,sea,-27.318811,38.73012,-27.503452,38.551752
7020,7076FF0056060728,1648116259730,2022-03-24T10:04:19.730Z,-114,5.0,24.942,sea,-27.318817,38.730114,-27.49744,38.554472
7023,7076FF0056060728,1648116398905,2022-03-24T10:06:38.905Z,-114,2.5,24.399,sea,-27.31881,38.73015,-27.491408,38.557015
7024,7076FF0056060728,1648116536860,2022-03-24T10:08:56.860Z,-120,-3.5,23.863,sea,-27.31883,38.73011,-27.485497,38.559492
7027,7076FF0056060728,1648116812950,2022-03-24T10:13:32.950Z,-120,-5.0,22.795,sea,-27.318815,38.730137,-27.47373,38.564643
7030,7076FF0056060728,1648116951200,2022-03-24T10:15:51.200Z,-117,4.8,22.292,sea,-27.318811,38.730125,-27.467502,38.566705
7032,7076FF0056060728,1648117088740,2022-03-24T10:18:08.740Z,-113,2.8,21.761,sea,-27.318848,38.730114,-27.461653,38.569307
7034,7076FF0056060728,1648117228020,2022-03-24T10:20:28.020Z,-112,4.2,21.239,sea,-27.318815,38.730114,-27.455607,38.571777
7037,7076FF0056060728,1648117367230,2022-03-24T10:22:47.230Z,-120,-0.8,20.73,sea,-27.318846,38.730114,-27.449503,38.574085
7038,7076FF0056060728,1648117505390,2022-03-24T10:25:05.390Z,-117,-1.2,20.218,sea,-27.318829,38.73013,-27.44373,38.57668
7043,7076FF0056060728,1648117644310,2022-03-24T10:27:24.310Z,-118,-0.5,19.708,sea,-27.318851,38.730156,-27.43756,38.579093
7045,7076FF0056060728,1648117779925,2022-03-24T10:29:39.925Z,-118,0.2,19.214,sea,-27.31885,38.730133,-27.431873,38.581575
7047,7076FF0056060728,1648117915235,2022-03-24T10:31:55.235Z,-121,-5.2,18.754,sea,-27.31883,38.730164,-27.426003,38.583733
7048,7076FF0056060728,1648118052830,2022-03-24T10:34:12.830Z,-118,-2.0,18.246,sea,-27.318848,38.73019,-27.420602,38.586618
